"time","outputs2[1]","outputs2[2]","outputs1[1]","outputs1[2]","done",
0.2000000000000002,0,202,101,202,7,
0.2020000000000002,0,202,101,202,7,
0.2020000000000002,0,204,102,204,7,
0.2040000000000002,0,204,102,204,7,
0.2040000000000002,0,206,103,206,7,
0.2060000000000002,0,206,103,206,7,
0.2060000000000002,0,208,104,208,7,
0.2080000000000002,0,208,104,208,7,
0.2080000000000002,0,210,105,210,7,
0.2100000000000002,0,210,105,210,7,
0.2100000000000002,0,212,106,212,7,
0.2120000000000002,0,212,106,212,7,
0.2120000000000002,0,214,107,214,7,
0.2140000000000002,0,214,107,214,7,
0.2140000000000002,0,216,108,216,7,
0.2160000000000002,0,216,108,216,7,
0.2160000000000002,0,218,109,218,7,
0.2180000000000002,0,218,109,218,7,
0.2180000000000002,0,220,110,220,7,
0.2200000000000002,0,220,110,220,7,
0.2200000000000002,0,222,111,222,7,
0.2220000000000002,0,222,111,222,7,
0.2220000000000002,0,224,112,224,7,
0.2240000000000002,0,224,112,224,7,
0.2240000000000002,0,226,113,226,7,
0.2260000000000002,0,226,113,226,7,
0.2260000000000002,0,228,114,228,7,
0.2280000000000002,0,228,114,228,7,
0.2280000000000002,0,230,115,230,7,
0.2300000000000002,0,230,115,230,7,
0.2300000000000002,0,232,116,232,7,
0.2320000000000002,0,232,116,232,7,
0.2320000000000002,0,234,117,234,7,
0.2340000000000002,0,234,117,234,7,
0.2340000000000002,0,236,118,236,7,
0.2360000000000002,0,236,118,236,7,
0.2360000000000002,0,238,119,238,7,
0.2380000000000002,0,238,119,238,7,
0.2380000000000002,0,240,120,240,7,
0.2400000000000002,0,240,120,240,7,
0.2400000000000002,0,242,121,242,7,
0.2420000000000002,0,242,121,242,7,
0.2420000000000002,0,244,122,244,7,
0.2440000000000002,0,244,122,244,7,
0.2440000000000002,0,246,123,246,7,
0.2460000000000002,0,246,123,246,7,
0.2460000000000002,0,248,124,248,7,
0.2480000000000002,0,248,124,248,7,
0.2480000000000002,0,250,125,250,7,
0.2500000000000002,0,250,125,250,7,
0.2500000000000002,0,252,126,252,7,
0.2520000000000002,0,252,126,252,7,
0.2520000000000002,0,254,127,254,7,
0.2540000000000002,0,254,127,254,7,
0.2540000000000002,0,256,128,256,7,
0.2560000000000002,0,256,128,256,7,
0.2560000000000002,0,258,129,258,7,
0.2580000000000002,0,258,129,258,7,
0.2580000000000002,0,260,130,260,7,
0.2600000000000002,0,260,130,260,7,
0.2600000000000002,0,262,131,262,7,
0.2620000000000002,0,262,131,262,7,
0.2620000000000002,0,264,132,264,7,
0.2640000000000002,0,264,132,264,7,
0.2640000000000002,0,266,133,266,7,
0.2660000000000002,0,266,133,266,7,
0.2660000000000002,0,268,134,268,7,
0.2680000000000002,0,268,134,268,7,
0.2680000000000002,0,270,135,270,7,
0.2700000000000002,0,270,135,270,7,
0.2700000000000002,0,272,136,272,7,
0.2720000000000002,0,272,136,272,7,
0.2720000000000002,0,274,137,274,7,
0.2740000000000002,0,274,137,274,7,
0.2740000000000002,0,276,138,276,7,
0.2760000000000002,0,276,138,276,7,
0.2760000000000002,0,278,139,278,7,
0.2780000000000002,0,278,139,278,7,
0.2780000000000002,0,280,140,280,7,
0.2800000000000002,0,280,140,280,7,
0.2800000000000002,0,282,141,282,7,
0.2820000000000002,0,282,141,282,7,
0.2820000000000002,0,284,142,284,7,
0.2840000000000002,0,284,142,284,7,
0.2840000000000002,0,286,143,286,7,
0.2860000000000002,0,286,143,286,7,
0.2860000000000002,0,288,144,288,7,
0.2880000000000002,0,288,144,288,7,
0.2880000000000002,0,290,145,290,7,
0.2900000000000002,0,290,145,290,7,
0.2900000000000002,0,292,146,292,7,
0.2920000000000002,0,292,146,292,7,
0.2920000000000002,0,294,147,294,7,
0.2940000000000002,0,294,147,294,7,
0.2940000000000002,0,296,148,296,7,
0.2960000000000002,0,296,148,296,7,
0.2960000000000002,0,298,149,298,7,
0.2980000000000002,0,298,149,298,7,
0.2980000000000002,0,300,150,300,7,
0.3000000000000002,0,300,150,300,7,
0.3000000000000002,0,302,151,302,7,
0.3020000000000002,0,302,151,302,7,
0.3020000000000002,0,304,152,304,7,
0.3040000000000002,0,304,152,304,7,
0.3040000000000002,0,306,153,306,7,
0.3060000000000002,0,306,153,306,7,
0.3060000000000002,0,308,154,308,7,
0.3080000000000002,0,308,154,308,7,
0.3080000000000002,0,310,155,310,7,
0.3100000000000002,0,310,155,310,7,
0.3100000000000002,0,312,156,312,7,
0.3120000000000002,0,312,156,312,7,
0.3120000000000002,0,314,157,314,7,
0.3140000000000002,0,314,157,314,7,
0.3140000000000002,0,316,158,316,7,
0.3160000000000002,0,316,158,316,7,
0.3160000000000002,0,318,159,318,7,
0.3180000000000002,0,318,159,318,7,
0.3180000000000002,0,320,160,320,7,
0.3200000000000002,0,320,160,320,7,
0.3200000000000002,0,322,161,322,7,
0.3220000000000002,0,322,161,322,7,
0.3220000000000002,0,324,162,324,7,
0.3240000000000002,0,324,162,324,7,
0.3240000000000002,0,326,163,326,7,
0.3260000000000002,0,326,163,326,7,
0.3260000000000002,0,328,164,328,7,
0.3280000000000002,0,328,164,328,7,
0.3280000000000002,0,330,165,330,7,
0.3300000000000002,0,330,165,330,7,
0.3300000000000002,0,332,166,332,7,
0.3320000000000002,0,332,166,332,7,
0.3320000000000002,0,334,167,334,7,
0.3340000000000002,0,334,167,334,7,
0.3340000000000002,0,336,168,336,7,
0.3360000000000002,0,336,168,336,7,
0.3360000000000002,0,338,169,338,7,
0.3380000000000002,0,338,169,338,7,
0.3380000000000002,0,340,170,340,7,
0.3400000000000003,0,340,170,340,7,
0.3400000000000003,0,342,171,342,7,
0.3420000000000003,0,342,171,342,7,
0.3420000000000003,0,344,172,344,7,
0.3440000000000003,0,344,172,344,7,
0.3440000000000003,0,346,173,346,7,
0.3460000000000003,0,346,173,346,7,
0.3460000000000003,0,348,174,348,7,
0.3480000000000003,0,348,174,348,7,
0.3480000000000003,0,350,175,350,7,
0.3500000000000003,0,350,175,350,7,
0.3500000000000003,0,352,176,352,7,
0.3520000000000003,0,352,176,352,7,
0.3520000000000003,0,354,177,354,7,
0.3540000000000003,0,354,177,354,7,
0.3540000000000003,0,356,178,356,7,
0.3560000000000003,0,356,178,356,7,
0.3560000000000003,0,358,179,358,7,
0.3580000000000003,0,358,179,358,7,
0.3580000000000003,0,360,180,360,7,
0.3600000000000003,0,360,180,360,7,
0.3600000000000003,0,362,181,362,7,
0.3620000000000003,0,362,181,362,7,
0.3620000000000003,0,364,182,364,7,
0.3640000000000003,0,364,182,364,7,
0.3640000000000003,0,366,183,366,7,
0.3660000000000003,0,366,183,366,7,
0.3660000000000003,0,368,184,368,7,
0.3680000000000003,0,368,184,368,7,
0.3680000000000003,0,370,185,370,7,
0.3700000000000003,0,370,185,370,7,
0.3700000000000003,0,372,186,372,7,
0.3720000000000003,0,372,186,372,7,
0.3720000000000003,0,374,187,374,7,
0.3740000000000003,0,374,187,374,7,
0.3740000000000003,0,376,188,376,7,
0.3760000000000003,0,376,188,376,7,
0.3760000000000003,0,378,189,378,7,
0.3780000000000003,0,378,189,378,7,
0.3780000000000003,0,380,190,380,7,
0.3800000000000003,0,380,190,380,7,
0.3800000000000003,0,382,191,382,7,
0.3820000000000003,0,382,191,382,7,
0.3820000000000003,0,384,192,384,7,
0.3840000000000003,0,384,192,384,7,
0.3840000000000003,0,386,193,386,7,
0.3860000000000003,0,386,193,386,7,
0.3860000000000003,0,388,194,388,7,
0.3880000000000003,0,388,194,388,7,
0.3880000000000003,0,390,195,390,7,
0.3900000000000003,0,390,195,390,7,
0.3900000000000003,0,392,196,392,7,
0.3920000000000003,0,392,196,392,7,
0.3920000000000003,0,394,197,394,7,
0.3940000000000003,0,394,197,394,7,
0.3940000000000003,0,396,198,396,7,
0.3960000000000003,0,396,198,396,7,
0.3960000000000003,0,398,199,398,7,
0.3980000000000003,0,398,199,398,7,
0.3980000000000003,0,400,200,400,7,
0.4000000000000003,0,400,200,400,7,
0.4000000000000003,0,402,201,402,7,
0.4020000000000003,0,402,201,402,7,
0.4020000000000003,0,404,202,404,7,
0.4040000000000003,0,404,202,404,7,
0.4040000000000003,0,406,203,406,7,
0.4060000000000003,0,406,203,406,7,
0.4060000000000003,0,408,204,408,7,
0.4080000000000003,0,408,204,408,7,
0.4080000000000003,0,410,205,410,7,
0.4100000000000003,0,410,205,410,7,
0.4100000000000003,0,412,206,412,7,
0.4120000000000003,0,412,206,412,7,
0.4120000000000003,0,414,207,414,7,
0.4140000000000003,0,414,207,414,7,
0.4140000000000003,0,416,208,416,7,
0.4160000000000003,0,416,208,416,7,
0.4160000000000003,0,418,209,418,7,
0.4180000000000003,0,418,209,418,7,
0.4180000000000003,0,420,210,420,7,
0.4200000000000003,0,420,210,420,7,
0.4200000000000003,0,422,211,422,7,
0.4220000000000003,0,422,211,422,7,
0.4220000000000003,0,424,212,424,7,
0.4240000000000003,0,424,212,424,7,
0.4240000000000003,0,426,213,426,7,
0.4260000000000003,0,426,213,426,7,
0.4260000000000003,0,428,214,428,7,
0.4280000000000003,0,428,214,428,7,
0.4280000000000003,0,430,215,430,7,
0.4300000000000003,0,430,215,430,7,
0.4300000000000003,0,432,216,432,7,
0.4320000000000003,0,432,216,432,7,
0.4320000000000003,0,434,217,434,7,
0.4340000000000003,0,434,217,434,7,
0.4340000000000003,0,436,218,436,7,
0.4360000000000003,0,436,218,436,7,
0.4360000000000003,0,438,219,438,7,
0.4380000000000003,0,438,219,438,7,
0.4380000000000003,0,440,220,440,7,
0.4400000000000003,0,440,220,440,7,
0.4400000000000003,0,442,221,442,7,
0.4420000000000003,0,442,221,442,7,
0.4420000000000003,0,444,222,444,7,
0.4440000000000003,0,444,222,444,7,
0.4440000000000003,0,446,223,446,7,
0.4460000000000003,0,446,223,446,7,
0.4460000000000003,0,448,224,448,7,
0.4480000000000003,0,448,224,448,7,
0.4480000000000003,0,450,225,450,7,
0.4500000000000003,0,450,225,450,7,
0.4500000000000003,0,452,226,452,7,
0.4520000000000004,0,452,226,452,7,
0.4520000000000004,0,454,227,454,7,
0.4540000000000004,0,454,227,454,7,
0.4540000000000004,0,456,228,456,7,
0.4560000000000004,0,456,228,456,7,
0.4560000000000004,0,458,229,458,7,
0.4580000000000004,0,458,229,458,7,
0.4580000000000004,0,460,230,460,7,
0.4600000000000004,0,460,230,460,7,
0.4600000000000004,0,462,231,462,7,
0.4620000000000004,0,462,231,462,7,
0.4620000000000004,0,464,232,464,7,
0.4640000000000004,0,464,232,464,7,
0.4640000000000004,0,466,233,466,7,
0.4660000000000004,0,466,233,466,7,
0.4660000000000004,0,468,234,468,7,
0.4680000000000004,0,468,234,468,7,
0.4680000000000004,0,470,235,470,7,
0.4700000000000004,0,470,235,470,7,
0.4700000000000004,0,472,236,472,7,
0.4720000000000004,0,472,236,472,7,
0.4720000000000004,0,474,237,474,7,
0.4740000000000004,0,474,237,474,7,
0.4740000000000004,0,476,238,476,7,
0.4760000000000004,0,476,238,476,7,
0.4760000000000004,0,478,239,478,7,
0.4780000000000004,0,478,239,478,7,
0.4780000000000004,0,480,240,480,7,
0.4800000000000004,0,480,240,480,7,
0.4800000000000004,0,482,241,482,7,
0.4820000000000004,0,482,241,482,7,
0.4820000000000004,0,484,242,484,7,
0.4840000000000004,0,484,242,484,7,
0.4840000000000004,0,486,243,486,7,
0.4860000000000004,0,486,243,486,7,
0.4860000000000004,0,488,244,488,7,
0.4880000000000004,0,488,244,488,7,
0.4880000000000004,0,490,245,490,7,
0.4900000000000004,0,490,245,490,7,
0.4900000000000004,0,492,246,492,7,
0.4920000000000004,0,492,246,492,7,
0.4920000000000004,0,494,247,494,7,
0.4940000000000004,0,494,247,494,7,
0.4940000000000004,0,496,248,496,7,
0.4960000000000004,0,496,248,496,7,
0.4960000000000004,0,498,249,498,7,
0.4980000000000004,0,498,249,498,7,
0.4980000000000004,0,500,250,500,7,
0.5000000000000003,0,500,250,500,7,
0.5000000000000003,0,502,251,502,7,
0.5020000000000003,0,502,251,502,7,
0.5020000000000003,0,504,252,504,7,
0.5040000000000003,0,504,252,504,7,
0.5040000000000003,0,506,253,506,7,
0.5060000000000003,0,506,253,506,7,
0.5060000000000003,0,508,254,508,7,
0.5080000000000003,0,508,254,508,7,
0.5080000000000003,0,510,255,510,7,
0.5100000000000003,0,510,255,510,7,
0.5100000000000003,0,512,256,512,7,
0.5120000000000003,0,512,256,512,7,
0.5120000000000003,0,514,257,514,7,
0.5140000000000004,0,514,257,514,7,
0.5140000000000004,0,516,258,516,7,
0.5160000000000004,0,516,258,516,7,
0.5160000000000004,0,518,259,518,7,
0.5180000000000004,0,518,259,518,7,
0.5180000000000004,0,520,260,520,7,
0.5200000000000004,0,520,260,520,7,
0.5200000000000004,0,522,261,522,7,
0.5220000000000004,0,522,261,522,7,
0.5220000000000004,0,524,262,524,7,
0.5240000000000004,0,524,262,524,7,
0.5240000000000004,0,526,263,526,7,
0.5260000000000004,0,526,263,526,7,
0.5260000000000004,0,528,264,528,7,
0.5280000000000004,0,528,264,528,7,
0.5280000000000004,0,530,265,530,7,
0.5300000000000004,0,530,265,530,7,
0.5300000000000004,0,532,266,532,7,
0.5320000000000004,0,532,266,532,7,
0.5320000000000004,0,534,267,534,7,
0.5340000000000004,0,534,267,534,7,
0.5340000000000004,0,536,268,536,7,
0.5360000000000004,0,536,268,536,7,
0.5360000000000004,0,538,269,538,7,
0.5380000000000004,0,538,269,538,7,
0.5380000000000004,0,540,270,540,7,
0.5400000000000004,0,540,270,540,7,
0.5400000000000004,0,542,271,542,7,
0.5420000000000004,0,542,271,542,7,
0.5420000000000004,0,544,272,544,7,
0.5440000000000004,0,544,272,544,7,
0.5440000000000004,0,546,273,546,7,
0.5460000000000004,0,546,273,546,7,
0.5460000000000004,0,548,274,548,7,
0.5480000000000004,0,548,274,548,7,
0.5480000000000004,0,550,275,550,7,
0.5500000000000004,0,550,275,550,7,
0.5500000000000004,0,552,276,552,7,
0.5520000000000004,0,552,276,552,7,
0.5520000000000004,0,554,277,554,7,
0.5540000000000004,0,554,277,554,7,
0.5540000000000004,0,556,278,556,7,
0.5560000000000004,0,556,278,556,7,
0.5560000000000004,0,558,279,558,7,
0.5580000000000004,0,558,279,558,7,
0.5580000000000004,0,560,280,560,7,
0.5600000000000004,0,560,280,560,7,
0.5600000000000004,0,562,281,562,7,
0.5620000000000004,0,562,281,562,7,
0.5620000000000004,0,564,282,564,7,
0.5640000000000004,0,564,282,564,7,
0.5640000000000004,0,566,283,566,7,
0.5660000000000004,0,566,283,566,7,
0.5660000000000004,0,568,284,568,7,
0.5680000000000004,0,568,284,568,7,
0.5680000000000004,0,570,285,570,7,
0.5700000000000004,0,570,285,570,7,
0.5700000000000004,0,572,286,572,7,
0.5720000000000004,0,572,286,572,7,
0.5720000000000004,0,574,287,574,7,
0.5740000000000004,0,574,287,574,7,
0.5740000000000004,0,576,288,576,7,
0.5760000000000004,0,576,288,576,7,
0.5760000000000004,0,578,289,578,7,
0.5780000000000004,0,578,289,578,7,
0.5780000000000004,0,580,290,580,7,
0.5800000000000004,0,580,290,580,7,
0.5800000000000004,0,582,291,582,7,
0.5820000000000004,0,582,291,582,7,
0.5820000000000004,0,584,292,584,7,
0.5840000000000004,0,584,292,584,7,
0.5840000000000004,0,586,293,586,7,
0.5860000000000004,0,586,293,586,7,
0.5860000000000004,0,588,294,588,7,
0.5880000000000004,0,588,294,588,7,
0.5880000000000004,0,590,295,590,7,
0.5900000000000004,0,590,295,590,7,
0.5900000000000004,0,592,296,592,7,
0.5920000000000004,0,592,296,592,7,
0.5920000000000004,0,594,297,594,7,
0.5940000000000004,0,594,297,594,7,
0.5940000000000004,0,596,298,596,7,
0.5960000000000004,0,596,298,596,7,
0.5960000000000004,0,598,299,598,7,
0.5980000000000004,0,598,299,598,7,
0.5980000000000004,0,600,300,600,7,
0.6000000000000004,0,600,300,600,7,
0.6000000000000004,0,602,301,602,7,
0.6020000000000004,0,602,301,602,7,
0.6020000000000004,0,604,302,604,7,
0.6040000000000004,0,604,302,604,7,
0.6040000000000004,0,606,303,606,7,
0.6060000000000004,0,606,303,606,7,
0.6060000000000004,0,608,304,608,7,
0.6080000000000004,0,608,304,608,7,
0.6080000000000004,0,610,305,610,7,
0.6100000000000004,0,610,305,610,7,
0.6100000000000004,0,612,306,612,7,
0.6120000000000004,0,612,306,612,7,
0.6120000000000004,0,614,307,614,7,
0.6140000000000004,0,614,307,614,7,
0.6140000000000004,0,616,308,616,7,
0.6160000000000004,0,616,308,616,7,
0.6160000000000004,0,618,309,618,7,
0.6180000000000004,0,618,309,618,7,
0.6180000000000004,0,620,310,620,7,
0.6200000000000004,0,620,310,620,7,
0.6200000000000004,0,622,311,622,7,
0.6220000000000004,0,622,311,622,7,
0.6220000000000004,0,624,312,624,7,
0.6240000000000004,0,624,312,624,7,
0.6240000000000004,0,626,313,626,7,
0.6260000000000004,0,626,313,626,7,
0.6260000000000004,0,628,314,628,7,
0.6280000000000005,0,628,314,628,7,
0.6280000000000005,0,630,315,630,7,
0.6300000000000005,0,630,315,630,7,
0.6300000000000005,0,632,316,632,7,
0.6320000000000005,0,632,316,632,7,
0.6320000000000005,0,634,317,634,7,
0.6340000000000005,0,634,317,634,7,
0.6340000000000005,0,636,318,636,7,
0.6360000000000005,0,636,318,636,7,
0.6360000000000005,0,638,319,638,7,
0.6380000000000005,0,638,319,638,7,
0.6380000000000005,0,640,320,640,7,
0.6400000000000005,0,640,320,640,7,
0.6400000000000005,0,642,321,642,7,
0.6420000000000005,0,642,321,642,7,
0.6420000000000005,0,644,322,644,7,
0.6440000000000005,0,644,322,644,7,
0.6440000000000005,0,646,323,646,7,
0.6460000000000005,0,646,323,646,7,
0.6460000000000005,0,648,324,648,7,
0.6480000000000005,0,648,324,648,7,
0.6480000000000005,0,650,325,650,7,
0.6500000000000005,0,650,325,650,7,
0.6500000000000005,0,652,326,652,7,
0.6520000000000005,0,652,326,652,7,
0.6520000000000005,0,654,327,654,7,
0.6540000000000005,0,654,327,654,7,
0.6540000000000005,0,656,328,656,7,
0.6560000000000005,0,656,328,656,7,
0.6560000000000005,0,658,329,658,7,
0.6580000000000005,0,658,329,658,7,
0.6580000000000005,0,660,330,660,7,
0.6600000000000005,0,660,330,660,7,
0.6600000000000005,0,662,331,662,7,
0.6620000000000005,0,662,331,662,7,
0.6620000000000005,0,664,332,664,7,
0.6640000000000005,0,664,332,664,7,
0.6640000000000005,0,666,333,666,7,
0.6660000000000005,0,666,333,666,7,
0.6660000000000005,0,668,334,668,7,
0.6680000000000005,0,668,334,668,7,
0.6680000000000005,0,670,335,670,7,
0.6700000000000005,0,670,335,670,7,
0.6700000000000005,0,672,336,672,7,
0.6720000000000005,0,672,336,672,7,
0.6720000000000005,0,674,337,674,7,
0.6740000000000005,0,674,337,674,7,
0.6740000000000005,0,676,338,676,7,
0.6760000000000005,0,676,338,676,7,
0.6760000000000005,0,678,339,678,7,
0.6780000000000005,0,678,339,678,7,
0.6780000000000005,0,680,340,680,7,
0.6800000000000005,0,680,340,680,7,
0.6800000000000005,0,682,341,682,7,
0.6820000000000005,0,682,341,682,7,
0.6820000000000005,0,684,342,684,7,
0.6840000000000005,0,684,342,684,7,
0.6840000000000005,0,686,343,686,7,
0.6860000000000005,0,686,343,686,7,
0.6860000000000005,0,688,344,688,7,
0.6880000000000005,0,688,344,688,7,
0.6880000000000005,0,690,345,690,7,
0.6900000000000005,0,690,345,690,7,
0.6900000000000005,0,692,346,692,7,
0.6920000000000005,0,692,346,692,7,
0.6920000000000005,0,694,347,694,7,
0.6940000000000005,0,694,347,694,7,
0.6940000000000005,0,696,348,696,7,
0.6960000000000005,0,696,348,696,7,
0.6960000000000005,0,698,349,698,7,
0.6980000000000005,0,698,349,698,7,
0.6980000000000005,0,700,350,700,7,
0.7000000000000005,0,700,350,700,7,
