"time","outputs2[1]","outputs2[2]","outputs1[1]","outputs1[2]","done",
0.7000000000000005,0,702,351,702,7,
0.7020000000000005,0,702,351,702,7,
0.7020000000000005,0,704,352,704,7,
0.7040000000000005,0,704,352,704,7,
0.7040000000000005,0,706,353,706,7,
0.7060000000000005,0,706,353,706,7,
0.7060000000000005,0,708,354,708,7,
0.7080000000000005,0,708,354,708,7,
0.7080000000000005,0,710,355,710,7,
0.7100000000000005,0,710,355,710,7,
0.7100000000000005,0,712,356,712,7,
0.7120000000000005,0,712,356,712,7,
0.7120000000000005,0,714,357,714,7,
0.7140000000000005,0,714,357,714,7,
0.7140000000000005,0,716,358,716,7,
0.7160000000000005,0,716,358,716,7,
0.7160000000000005,0,718,359,718,7,
0.7180000000000005,0,718,359,718,7,
0.7180000000000005,0,720,360,720,7,
0.7200000000000005,0,720,360,720,7,
0.7200000000000005,0,722,361,722,7,
0.7220000000000005,0,722,361,722,7,
0.7220000000000005,0,724,362,724,7,
0.7240000000000005,0,724,362,724,7,
0.7240000000000005,0,726,363,726,7,
0.7260000000000005,0,726,363,726,7,
0.7260000000000005,0,728,364,728,7,
0.7280000000000005,0,728,364,728,7,
0.7280000000000005,0,730,365,730,7,
0.7300000000000005,0,730,365,730,7,
0.7300000000000005,0,732,366,732,7,
0.7320000000000005,0,732,366,732,7,
0.7320000000000005,0,734,367,734,7,
0.7340000000000005,0,734,367,734,7,
0.7340000000000005,0,736,368,736,7,
0.7360000000000005,0,736,368,736,7,
0.7360000000000005,0,738,369,738,7,
0.7380000000000005,0,738,369,738,7,
0.7380000000000005,0,740,370,740,7,
0.7400000000000006,0,740,370,740,7,
0.7400000000000006,0,742,371,742,7,
0.7420000000000006,0,742,371,742,7,
0.7420000000000006,0,744,372,744,7,
0.7440000000000006,0,744,372,744,7,
0.7440000000000006,0,746,373,746,7,
0.7460000000000006,0,746,373,746,7,
0.7460000000000006,0,748,374,748,7,
0.7480000000000006,0,748,374,748,7,
0.7480000000000006,0,750,375,750,7,
0.7500000000000006,0,750,375,750,7,
0.7500000000000006,0,752,376,752,7,
0.7520000000000006,0,752,376,752,7,
0.7520000000000006,0,754,377,754,7,
0.7540000000000006,0,754,377,754,7,
0.7540000000000006,0,756,378,756,7,
0.7560000000000006,0,756,378,756,7,
0.7560000000000006,0,758,379,758,7,
0.7580000000000006,0,758,379,758,7,
0.7580000000000006,0,760,380,760,7,
0.7600000000000006,0,760,380,760,7,
0.7600000000000006,0,762,381,762,7,
0.7620000000000006,0,762,381,762,7,
0.7620000000000006,0,764,382,764,7,
0.7640000000000006,0,764,382,764,7,
0.7640000000000006,0,766,383,766,7,
0.7660000000000006,0,766,383,766,7,
0.7660000000000006,0,768,384,768,7,
0.7680000000000006,0,768,384,768,7,
0.7680000000000006,0,770,385,770,7,
0.7700000000000006,0,770,385,770,7,
0.7700000000000006,0,772,386,772,7,
0.7720000000000006,0,772,386,772,7,
0.7720000000000006,0,774,387,774,7,
0.7740000000000006,0,774,387,774,7,
0.7740000000000006,0,776,388,776,7,
0.7760000000000006,0,776,388,776,7,
0.7760000000000006,0,778,389,778,7,
0.7780000000000006,0,778,389,778,7,
0.7780000000000006,0,780,390,780,7,
0.7800000000000006,0,780,390,780,7,
0.7800000000000006,0,782,391,782,7,
0.7820000000000006,0,782,391,782,7,
0.7820000000000006,0,784,392,784,7,
0.7840000000000006,0,784,392,784,7,
0.7840000000000006,0,786,393,786,7,
0.7860000000000006,0,786,393,786,7,
0.7860000000000006,0,788,394,788,7,
0.7880000000000006,0,788,394,788,7,
0.7880000000000006,0,790,395,790,7,
0.7900000000000006,0,790,395,790,7,
0.7900000000000006,0,792,396,792,7,
0.7920000000000006,0,792,396,792,7,
0.7920000000000006,0,794,397,794,7,
0.7940000000000006,0,794,397,794,7,
0.7940000000000006,0,796,398,796,7,
0.7960000000000006,0,796,398,796,7,
0.7960000000000006,0,798,399,798,7,
0.7980000000000006,0,798,399,798,7,
0.7980000000000006,0,800,400,800,7,
0.8000000000000006,0,800,400,800,7,
0.8000000000000006,0,802,401,802,7,
0.8020000000000006,0,802,401,802,7,
0.8020000000000006,0,804,402,804,7,
0.8040000000000006,0,804,402,804,7,
0.8040000000000006,0,806,403,806,7,
0.8060000000000006,0,806,403,806,7,
0.8060000000000006,0,808,404,808,7,
0.8080000000000006,0,808,404,808,7,
0.8080000000000006,0,810,405,810,7,
0.8100000000000006,0,810,405,810,7,
0.8100000000000006,0,812,406,812,7,
0.8120000000000006,0,812,406,812,7,
0.8120000000000006,0,814,407,814,7,
0.8140000000000006,0,814,407,814,7,
0.8140000000000006,0,816,408,816,7,
0.8160000000000006,0,816,408,816,7,
0.8160000000000006,0,818,409,818,7,
0.8180000000000006,0,818,409,818,7,
0.8180000000000006,0,820,410,820,7,
0.8200000000000006,0,820,410,820,7,
0.8200000000000006,0,822,411,822,7,
0.8220000000000006,0,822,411,822,7,
0.8220000000000006,0,824,412,824,7,
0.8240000000000006,0,824,412,824,7,
0.8240000000000006,0,826,413,826,7,
0.8260000000000006,0,826,413,826,7,
0.8260000000000006,0,828,414,828,7,
0.8280000000000006,0,828,414,828,7,
0.8280000000000006,0,830,415,830,7,
0.8300000000000006,0,830,415,830,7,
0.8300000000000006,0,832,416,832,7,
0.8320000000000006,0,832,416,832,7,
0.8320000000000006,0,834,417,834,7,
0.8340000000000006,0,834,417,834,7,
0.8340000000000006,0,836,418,836,7,
0.8360000000000006,0,836,418,836,7,
0.8360000000000006,0,838,419,838,7,
0.8380000000000006,0,838,419,838,7,
0.8380000000000006,0,840,420,840,7,
0.8400000000000006,0,840,420,840,7,
0.8400000000000006,0,842,421,842,7,
0.8420000000000006,0,842,421,842,7,
0.8420000000000006,0,844,422,844,7,
0.8440000000000006,0,844,422,844,7,
0.8440000000000006,0,846,423,846,7,
0.8460000000000006,0,846,423,846,7,
0.8460000000000006,0,848,424,848,7,
0.8480000000000006,0,848,424,848,7,
0.8480000000000006,0,850,425,850,7,
0.8500000000000006,0,850,425,850,7,
0.8500000000000006,0,852,426,852,7,
0.8520000000000007,0,852,426,852,7,
0.8520000000000007,0,854,427,854,7,
0.8540000000000007,0,854,427,854,7,
0.8540000000000007,0,856,428,856,7,
0.8560000000000007,0,856,428,856,7,
0.8560000000000007,0,858,429,858,7,
0.8580000000000007,0,858,429,858,7,
0.8580000000000007,0,860,430,860,7,
0.8600000000000007,0,860,430,860,7,
0.8600000000000007,0,862,431,862,7,
0.8620000000000007,0,862,431,862,7,
0.8620000000000007,0,864,432,864,7,
0.8640000000000007,0,864,432,864,7,
0.8640000000000007,0,866,433,866,7,
0.8660000000000007,0,866,433,866,7,
0.8660000000000007,0,868,434,868,7,
0.8680000000000007,0,868,434,868,7,
0.8680000000000007,0,870,435,870,7,
0.8700000000000007,0,870,435,870,7,
0.8700000000000007,0,872,436,872,7,
0.8720000000000007,0,872,436,872,7,
0.8720000000000007,0,874,437,874,7,
0.8740000000000007,0,874,437,874,7,
0.8740000000000007,0,876,438,876,7,
0.8760000000000007,0,876,438,876,7,
0.8760000000000007,0,878,439,878,7,
0.8780000000000007,0,878,439,878,7,
0.8780000000000007,0,880,440,880,7,
0.8800000000000007,0,880,440,880,7,
0.8800000000000007,0,882,441,882,7,
0.8820000000000007,0,882,441,882,7,
0.8820000000000007,0,884,442,884,7,
0.8840000000000007,0,884,442,884,7,
0.8840000000000007,0,886,443,886,7,
0.8860000000000007,0,886,443,886,7,
0.8860000000000007,0,888,444,888,7,
0.8880000000000007,0,888,444,888,7,
0.8880000000000007,0,890,445,890,7,
0.8900000000000007,0,890,445,890,7,
0.8900000000000007,0,892,446,892,7,
0.8920000000000007,0,892,446,892,7,
0.8920000000000007,0,894,447,894,7,
0.8940000000000007,0,894,447,894,7,
0.8940000000000007,0,896,448,896,7,
0.8960000000000007,0,896,448,896,7,
0.8960000000000007,0,898,449,898,7,
0.8980000000000007,0,898,449,898,7,
0.8980000000000007,0,900,450,900,7,
0.9000000000000007,0,900,450,900,7,
0.9000000000000007,0,902,451,902,7,
0.9020000000000007,0,902,451,902,7,
0.9020000000000007,0,904,452,904,7,
0.9040000000000007,0,904,452,904,7,
0.9040000000000007,0,906,453,906,7,
0.9060000000000007,0,906,453,906,7,
0.9060000000000007,0,908,454,908,7,
0.9080000000000007,0,908,454,908,7,
0.9080000000000007,0,910,455,910,7,
0.9100000000000007,0,910,455,910,7,
0.9100000000000007,0,912,456,912,7,
0.9120000000000007,0,912,456,912,7,
0.9120000000000007,0,914,457,914,7,
0.9140000000000007,0,914,457,914,7,
0.9140000000000007,0,916,458,916,7,
0.9160000000000007,0,916,458,916,7,
0.9160000000000007,0,918,459,918,7,
0.9180000000000007,0,918,459,918,7,
0.9180000000000007,0,920,460,920,7,
0.9200000000000007,0,920,460,920,7,
0.9200000000000007,0,922,461,922,7,
0.9220000000000007,0,922,461,922,7,
0.9220000000000007,0,924,462,924,7,
0.9240000000000007,0,924,462,924,7,
0.9240000000000007,0,926,463,926,7,
0.9260000000000007,0,926,463,926,7,
0.9260000000000007,0,928,464,928,7,
0.9280000000000007,0,928,464,928,7,
0.9280000000000007,0,930,465,930,7,
0.9300000000000007,0,930,465,930,7,
0.9300000000000007,0,932,466,932,7,
0.9320000000000007,0,932,466,932,7,
0.9320000000000007,0,934,467,934,7,
0.9340000000000007,0,934,467,934,7,
0.9340000000000007,0,936,468,936,7,
0.9360000000000007,0,936,468,936,7,
0.9360000000000007,0,938,469,938,7,
0.9380000000000007,0,938,469,938,7,
0.9380000000000007,0,940,470,940,7,
0.9400000000000007,0,940,470,940,7,
0.9400000000000007,0,942,471,942,7,
0.9420000000000007,0,942,471,942,7,
0.9420000000000007,0,944,472,944,7,
0.9440000000000007,0,944,472,944,7,
0.9440000000000007,0,946,473,946,7,
0.9460000000000007,0,946,473,946,7,
0.9460000000000007,0,948,474,948,7,
0.9480000000000007,0,948,474,948,7,
0.9480000000000007,0,950,475,950,7,
0.9500000000000007,0,950,475,950,7,
0.9500000000000007,0,952,476,952,7,
0.9520000000000007,0,952,476,952,7,
0.9520000000000007,0,954,477,954,7,
0.9540000000000007,0,954,477,954,7,
0.9540000000000007,0,956,478,956,7,
0.9560000000000007,0,956,478,956,7,
0.9560000000000007,0,958,479,958,7,
0.9580000000000007,0,958,479,958,7,
0.9580000000000007,0,960,480,960,7,
0.9600000000000007,0,960,480,960,7,
0.9600000000000007,0,962,481,962,7,
0.9620000000000007,0,962,481,962,7,
0.9620000000000007,0,964,482,964,7,
0.9640000000000008,0,964,482,964,7,
0.9640000000000008,0,966,483,966,7,
0.9660000000000008,0,966,483,966,7,
0.9660000000000008,0,968,484,968,7,
0.9680000000000008,0,968,484,968,7,
0.9680000000000008,0,970,485,970,7,
0.9700000000000008,0,970,485,970,7,
0.9700000000000008,0,972,486,972,7,
0.9720000000000008,0,972,486,972,7,
0.9720000000000008,0,974,487,974,7,
0.9740000000000008,0,974,487,974,7,
0.9740000000000008,0,976,488,976,7,
0.9760000000000008,0,976,488,976,7,
0.9760000000000008,0,978,489,978,7,
0.9780000000000008,0,978,489,978,7,
0.9780000000000008,0,980,490,980,7,
0.9800000000000008,0,980,490,980,7,
0.9800000000000008,0,982,491,982,7,
0.9820000000000008,0,982,491,982,7,
0.9820000000000008,0,984,492,984,7,
0.9840000000000008,0,984,492,984,7,
0.9840000000000008,0,986,493,986,7,
0.9860000000000008,0,986,493,986,7,
0.9860000000000008,0,988,494,988,7,
0.9880000000000008,0,988,494,988,7,
0.9880000000000008,0,990,495,990,7,
0.9900000000000008,0,990,495,990,7,
0.9900000000000008,0,992,496,992,7,
0.9920000000000008,0,992,496,992,7,
0.9920000000000008,0,994,497,994,7,
0.9940000000000008,0,994,497,994,7,
0.9940000000000008,0,996,498,996,7,
0.9960000000000008,0,996,498,996,7,
0.9960000000000008,0,998,499,998,7,
0.9980000000000008,0,998,499,998,7,
0.9980000000000008,0,1000,500,1000,7,
1.000000000000001,0,1000,500,1000,7,
1.000000000000001,0,1002,501,1002,7,
1.000000000000001,0,1002,501,1002,7,
