"time","Ldc.p.v","Ldc.p.i","outFem.V"
0.000776,-0.2195379876065999,976.8993834158329,2.526651712832135e-320
0.00078,-0.2195356246375013,976.7812344352881,0
0.000784,-0.2195332618430257,976.6630949063549,-5.651424878928715e-309
0.000788,-0.219530899223173,976.544964828227,2.970794107351381e-313
0.000792,-0.219528536836151,976.4268442001477,1
0.000796,-0.2195261745946482,976.3087330213598,1.267184944907607e-311
0.0008,-0.2195238125568721,976.1906312911061,3.395193265593842e-313
0.000804,-0.2195214506937191,976.0725390086297,9.346029986702642e-307
0.000808,-0.2195190890633967,975.9544561731734,6.95211323174442e-310
0.000812,-0.2195167275785934,975.8363827839804,0
0.000816,-0.219514366297517,975.7183188402933,2
0.00082,-0.2195120052201673,975.6002643413551,0
0.000824,-0.2195096443174407,975.482219286409,-5.657493788509805e-309
0.000828,-0.219507283589337,975.3641836746978,6.952146885384381e-310
0.000832,-0.2195049230649602,975.246157505464,6.952146885380033e-310
0.000836,-0.219502562773414,975.1281407779512,6.952146885378452e-310
0.00084,-0.2195002026273869,975.0101334914019,6.952146885376476e-310
0.000844,-0.2194978426559828,974.8921356450594,6.952146885374104e-310
0.000848,-0.2194954828883056,974.7741472381663,0
0.000852,-0.2194931232952513,974.6561682699655,0
0.000856,-0.2194907639059238,974.5381987397002,1.562235572150022e-320
0.00086,-0.2194884046912193,974.4202386466131,0
0.000864,-0.2194860457093455,974.3022879899476,-5.660485804194055e-309
0.000868,-0.2194836868729908,974.1843467689459,6.952115745604181e-310
0.000872,-0.2194813282403629,974.0664149828515,-2.00000248508244
0.000876,-0.219478969782358,973.9484926309071,6.952082610361858e-310
0.00088,-0.21947661152808,973.8305797123558,1.267938235074632e-311
0.000884,-0.2194742534484249,973.7126762264402,1.267938235074632e-311
0.000888,-0.2194718955724966,973.59478217241,0
0.000892,-0.2194695378711913,973.4768975499647,1.267938235754466e-311
0.000896,-0.2194671804027166,973.3590223579336,0
0.0009,-0.2194648230506573,973.2411565955615,1.267938638240104e-311
0.000904,-0.2194624659314286,973.123300262093,-5.665918104676627e-309
0.000908,-0.2194601090159267,973.0054533567729,6.952092744111638e-310
0.000912,-0.219457752245944,972.8876158788456,-2.00000248508244
0.000916,-0.2194553957087919,972.7697878275558,1.266981935705246e-311
0.00092,-0.219453039317159,972.6519692021482,4.889583913205645e-312
0.000924,-0.2194506831292529,972.5341600018676,4.889583913166119e-312
0.000928,-0.2194483271450736,972.4163602259584,4.889583912573241e-312
0.000932,-0.2194459713355172,972.2985698736654,4.889583913284695e-312
0.000936,-0.2194436157151358,972.1807889442332,4.889583912217513e-312
0.00094,-0.2194412602839293,972.0630174369065,0
0.000944,-0.2194389050418977,971.9452553509299,-5.671350415520448e-309
0.000948,-0.2194365499890409,971.8275026855481,2.121995790965272e-314
0.000952,-0.2194341951253591,971.7097594400057,1
0.000956,-0.2194318404508522,971.5920256135472,1.267184946235656e-311
0.00096,-0.2194294859655201,971.4743012054176,3.395193265593842e-313
0.000964,-0.2194271316548111,971.3565862148613,2.758594531416874e-313
0.000968,-0.2194247775478289,971.2388806411229,6.95211323174442e-310
0.000972,-0.2194224236300215,971.1211844834473,0
0.000976,-0.2194200698868372,971.0034977410791,2
0.00098,-0.2194177163473796,970.8858204132628,0
0.000984,-0.219415362982545,970.768152499243,-5.678586422786648e-309
0.000988,-0.2194130098214373,970.6504939982646,6.952146885384381e-310
0.000992,-0.2194106568349525,970.532844909572,6.952146885380033e-310
0.000996,-0.2194083040521946,970.4152052324099,6.952146885378452e-310
0.001,-0.2194059514295077,970.297574966064,6.952146885376476e-310
0.001004,-0.2194035990250995,970.1799541100119,6.952146885374104e-310
0.001008,-0.2194012467953144,970.0623426632649,0
0.001012,-0.2193988947547041,969.9447406250704,0
0.001016,-0.2193965428887168,969.8271479946749,2.50096029924839e-320
0.00102,-0.2193941912410082,969.7095647713259,9.881312916824931e-324
0.001024,-0.2193918397533707,969.59199095427,-5.682215037208504e-309
0.001028,-0.21938948846946,969.4744265427553,2.121995790965272e-314
0.001032,-0.2193871373601723,969.3568715360282,1
0.001036,-0.2193847864546115,969.2393259333364,1.267184944907607e-311
0.00104,-0.2193824357236736,969.121789733927,3.395193265593842e-313
0.001044,-0.2193800851964625,969.0042629370477,1.697596635934238e-313
0.001048,-0.2193777348438744,968.8867455419456,6.95211323174442e-310
0.001052,-0.2193753846804611,968.7692375478688,0
0.001056,-0.2193730347207747,968.6517389540642,2
0.00106,-0.2193706849357113,968.5342497597799,0
0.001064,-0.2193683353398228,968.416769964263,-5.687647379136227e-309
0.001068,-0.2193659859331092,968.2992995667621,6.952146885384381e-310
0.001072,-0.2193636367155705,968.1818385665241,6.952146885380033e-310
0.001076,-0.2193612876726547,968.0643869627975,6.952146885378452e-310
0.00108,-0.2193589388334658,967.9469447548296,6.952146885376476e-310
0.001084,-0.2193565901688999,967.829511941869,6.952146885374104e-310
0.001088,-0.2193542417080607,967.7120885231631,0
0.001092,-0.2193518934218446,967.5946744979602,0
0.001096,-0.2193495453248033,967.4772698655083,2.49305524891493e-320
0.0011,-0.2193471974314889,967.3598746250559,0
0.001104,-0.2193448497127974,967.2424887758507,-5.693079689980127e-309
0.001108,-0.2193425021832809,967.1251123171414,6.952115744696286e-310
0.001112,-0.2193401548429392,967.0077452481986,1.267865643147616e-311
0.001116,-0.2193378076772206,966.8903875683186,1.267924329442881e-311
0.00112,-0.2193354607152287,966.7730392766914,1.267938235627985e-311
0.001124,-0.2193331139424117,966.6557003725661,6.952146885363432e-310
0.001128,-0.2193307673587697,966.5383708551919,0
0.001132,-0.2193284209497506,966.4210507238183,1.267185006638145e-311
0.001136,-0.2193260747444583,966.3037399776941,4.940656458412465e-324
0.00114,-0.219323728713789,966.1864386160695,0
0.001144,-0.2193213828577427,966.0691466381934,-4.755625454561446e-270
0.001148,-0.2193190372199751,965.9518640433156,6.952115745604181e-310
0.001152,-0.2193166917422786,965.8345908306857,2.764745987043752e-314
0.001156,-0.2193143464683089,965.7173269995534,6.952082610361759e-310
0.00116,-0.2193120013980661,965.6000725491685,1.266911178603653e-311
0.001164,-0.2193096564878942,965.4828274787809,1.266911178603653e-311
0.001168,-0.2193073117814492,965.3655917876405,0
0.001172,-0.2193049672496272,965.2483654749972,1.266911178619463e-311
0.001176,-0.2193026229069801,965.1311485401009,0
0.00118,-0.2193002787535079,965.0139409822021,1.267938635678868e-311
0.001184,-0.2192979347892106,964.8967428005508,-5.70394430130648e-309
0.001188,-0.2192955910140881,964.7795539943972,6.952146885384381e-310
0.001192,-0.2192932474281406,964.6623745629917,6.952146885380033e-310
0.001196,-0.2192909040168161,964.5452045055847,6.952146885378452e-310
0.0012,-0.2192885608092183,964.4280438214266,6.952146885376476e-310
0.001204,-0.2192862177907955,964.3108925097681,6.952146885374104e-310
0.001208,-0.2192838749469956,964.1937505698596,0
0.001212,-0.2192815322923707,964.0766180009521,0
0.001216,-0.2192791898414725,963.9594948022958,0
0.00122,-0.2192768475506455,963.8423809731421,0
0.001224,-0.2192745054780971,963.7252765127248,-5.70937661215036e-309
0.001228,-0.2192721635656198,963.6081814202814,1.273197474579163e-313
0.001232,-0.2192698218423175,963.4910956950874,1
0.001236,-0.2192674803227419,963.3740193363933,1.267184946235656e-311
0.00124,-0.2192651389923412,963.2569523434501,3.395193265593842e-313
0.001244,-0.2192627978365635,963.1398947155085,8.487983195481291e-314
0.001248,-0.2192604568699608,963.0228464518194,6.95211323174442e-310
0.001252,-0.2192581160925329,962.905807551634,0
0.001256,-0.219255775489728,962.7887780142033,2
0.00126,-0.2192534350906499,962.6717578387783,0
0.001264,-0.2192510948661948,962.5547470246102,-5.71480892299418e-309
0.001268,-0.2192487548454665,962.4377455709504,6.952146885384381e-310
0.001272,-0.2192464149993611,962.3207534770501,6.952146885380033e-310
0.001276,-0.2192440753424307,962.2037707421607,6.952146885378452e-310
0.00128,-0.2192417358746752,962.0867973655335,6.952146885376476e-310
0.001284,-0.2192393965960946,961.96983334642,6.952146885374104e-310
0.001288,-0.2192370575066889,961.8528786840719,0
0.001292,-0.219234718606458,961.7359333777409,0
0.001296,-0.2192323798954021,961.6189974266783,0
0.0013,-0.2192300413589692,961.5020708301363,5.566842417248906e-308
0.001304,-0.2192277029971592,961.3851535873664,-5.722044919898756e-309
0.001308,-0.2192253648390761,961.2682456976203,2.121995790965272e-314
0.001312,-0.2192230268774438,961.1513471601503,1
0.001316,-0.2192206890977104,961.0344579742081,1.267184946235656e-311
0.00132,-0.219218351499876,960.9175781390458,3.395193265593842e-313
0.001324,-0.2192160140912165,960.8007076539157,2.33419537322382e-313
0.001328,-0.2192136768644559,960.6838465180697,6.95211323174442e-310
0.001332,-0.2192113398268702,960.5669947307603,0
0.001336,-0.2192090029784595,960.4501522912349,2
0.00134,-0.2192066663192236,960.333319198745,0
0.001344,-0.2192043298418866,960.2164954525475,-5.725673534320296e-309
0.001348,-0.2192019935610006,960.0996810518948,2.121995790965272e-314
0.001352,-0.2191996574547375,959.9828759960388,1
0.001356,-0.2191973215449252,959.8660802842327,1.267938012112687e-311
0.00136,-0.2191949858170119,959.7492939157287,3.395193265593842e-313
0.001364,-0.2191926502709975,959.6325168897796,1.697596635934238e-313
0.001368,-0.219190314921434,959.5157492056377,6.95211323174442e-310
0.001372,-0.2191879797537695,959.3989908625562,0
0.001376,-0.2191856447752798,959.2822418597879,2
0.00138,-0.2191833099786891,959.1655021965855,5.566842417248908e-308
0.001384,-0.2191809753712732,959.048771872202,-5.731105845164097e-309
0.001388,-0.2191786409530323,958.9320508858904,6.952146885384381e-310
0.001392,-0.2191763067239663,958.8153392369039,6.952146885380033e-310
0.001396,-0.2191739726695232,958.6986369244954,6.952146885378452e-310
0.0014,-0.219171638811531,958.5819439479181,6.952146885376476e-310
0.001404,-0.2191693051427137,958.4652603064252,6.952146885374104e-310
0.001408,-0.2191669716557954,958.3485859992702,0
0.001412,-0.2191646383580519,958.2319210257062,0
0.001416,-0.2191623052422074,958.1152653849869,2.454518128539313e-320
0.00142,-0.2191599723155377,957.9986190763656,9.881312916824931e-324
0.001424,-0.219157639578043,957.8819820990958,-5.736538145646689e-309
0.001428,-0.2191553070297232,957.7653544524312,6.952146885384381e-310
0.001432,-0.2191529746560263,957.6487361356254,6.952146885380033e-310
0.001436,-0.2191506424787804,957.5321271479321,6.952146885378452e-310
0.00144,-0.2191483104834333,957.4155274886052,6.952146885376476e-310
0.001444,-0.2191459786772612,957.2989371568983,6.952146885374104e-310
0.001448,-0.2191436470602639,957.182356152059,0
0.001452,-0.2191413156251656,957.0657844733423,0
0.001456,-0.2191389843792422,956.9492221200065,1.615594661900876e-320
0.00146,-0.2191366533152177,956.8326690913049,0
0.001464,-0.2191343224476441,956.7161253864921,-5.74377415291281e-309
0.001468,-0.2191319917546934,956.5995910048218,2.121995790965272e-314
0.001472,-0.2191296612581937,956.4830659455484,1
0.001476,-0.2191273309363169,956.3665502079264,1.185757550018992e-322
0.00148,-0.2191250008108909,956.2500437912092,6.365987372895817e-314
0.001484,-0.2191226708673639,956.1335466946521,2.546394949158327e-313
0.001488,-0.2191203411130118,956.0170589175088,1.765500498177967e-311
0.001492,-0.2191180115405587,955.9005804590344,1.045719525787686e-310
0.001496,-0.2191156821645563,955.7841113184826,2
0.0015,-0.219113352963177,955.6676514951087,9.881312916824931e-324
0.001504,-0.2191110239582486,955.5512009881669,-5.747402767334349e-309
0.001508,-0.219108695131581,955.4347597969122,6.365987372895817e-314
0.001512,-0.2191063664940884,955.3183279205989,1
0.001516,-0.2191040380457707,955.2019053584822,1.26718496734214e-311
0.00152,-0.219101709775714,955.085492109817,3.395193265593842e-313
0.001524,-0.2190993816984701,954.9690881738578,5.092789901478674e-313
0.001528,-0.2190970538067631,954.8526935498601,6.95211323174442e-310
0.001532,-0.2190947261005931,954.7363082370784,0
0.001536,-0.21909239857996,954.6199322347682,2
0.00154,-0.2190900712485018,954.5035655421846,0
0.001544,-0.2190877440989425,954.3872081585823,-5.752835109262468e-309
0.001548,-0.2190854171385581,954.2708600832173,6.952103666765531e-310
0.001552,-0.2190830903600727,954.1545213153447,6.952103666761974e-310
0.001556,-0.2190807637707621,954.0381918542195,6.952118901556397e-310
0.00156,-0.2190784373706265,953.9218716991012,1.266831487206268e-311
0.001564,-0.2190761111523898,953.805560849243,0
0.001568,-0.21907378511969,953.6892593038998,-2.000002025374073
0.001572,-0.2190714592798031,953.5729670623269,0
0.001576,-0.2190691336181771,953.4566841237802,0
0.00158,-0.2190668081457261,953.3404104875156,1.697596632772218e-313
0.001584,-0.219064482858812,953.2241461527885,-5.758267420106288e-309
0.001588,-0.2190621577592538,953.1078911188554,6.952115744696286e-310
0.001592,-0.2190598328434135,952.9916453849714,1.267865643147616e-311
0.001596,-0.2190575081149291,952.8754089503933,1.267924328707712e-311
0.0016,-0.2190551835719816,952.7591818143769,1.267938235216923e-311
0.001604,-0.2190528592163901,952.6429639761782,6.952146885363482e-310
0.001608,-0.2190505350445164,952.5267554350534,0
0.001612,-0.2190482110599987,952.4105561902589,1.267185006638145e-311
0.001616,-0.2190458872610179,952.2943662410509,3.237908616585193e-319
0.00162,-0.219043563647574,952.1781855866855,1.266831487206268e-311
0.001624,-0.2190412402214861,952.0620142264195,-5.765503427372489e-309
0.001628,-0.219038916979116,951.9458521595092,6.952115744696286e-310
0.001632,-0.2190365939241019,951.829699385211,1.267865643147616e-311
0.001636,-0.2190342710537152,951.7135559027819,1.267924328233409e-311
0.00164,-0.2190319483706844,951.597421711478,1.267938235454074e-311
0.001644,-0.219029625872281,951.4812968105565,1.060997895532043e-313
0.001648,-0.2190273035603241,951.3651811992738,0
0.001652,-0.219024981433904,951.249074876887,1.267185006638145e-311
0.001656,-0.2190226594939304,951.1329778426527,2.000000000029104
0.00166,-0.2190203377381295,951.0168900958281,9.881312916824931e-324
0.001664,-0.2190180161687749,950.9008116356702,-5.769132041794028e-309
0.00166667,-0.2190164685594027,950.8234311544566,2.121995790965272e-314
0.00166667,-0.2190164685594027,950.8234311544566,1
0.001668,-0.2190156947854121,950.7847424614348,1.185757550018992e-322
0.001672,-0.2190133735878135,950.6686825723232,6.365987372895817e-314
0.001676,-0.2190110525756381,950.5526319673796,1.060997895482636e-313
0.00167918,-0.2190092094123564,950.4604738079096,2.17292369007492e-311
0.00167918,-0.2190092094123564,950.4604738079096,6.111347877979984e-311
0.00167918,-0.2190092093503802,950.4604707090984,2
0.00167918,-0.2190092093503802,950.4604707090984,0
0.00168,-0.2190087317491134,950.4365906458397,-5.774564342276521e-309
0.001684,-0.2190064111083529,950.3205586078245,6.952146885384381e-310
0.001688,-0.2190040906532431,950.2045358517834,6.952146885380033e-310
0.001692,-0.2190017703837839,950.0885223766825,6.952146885378452e-310
0.001696,-0.2189994502996342,949.9725181818457,6.952146885376476e-310
0.0017,-0.2189971304014762,949.8565232670982,6.952146885374104e-310
0.001704,-0.2189948106888551,949.7405376282513,0
0.001708,-0.2189924911617709,949.6245612672469,0
0.001712,-0.2189901718193141,949.5085941840849,2.459458784997725e-320
0.001716,-0.2189878526633038,949.3926363787651,9.881312916824931e-324
0.00172,-0.2189855336928304,949.2766878511959,-5.781800349542741e-309
0.001724,-0.2189832149078939,949.160748593674,8.487983163861089e-314
0.001728,-0.2189808963084943,949.0448186114189,1
0.001732,-0.2189785778937221,948.9288979044304,1.26718496734214e-311
0.001736,-0.2189762596644869,948.8129864727084,3.395193265593842e-313
0.00174,-0.2189739416207885,948.6970843162532,4.45047026037468e-307
0.001744,-0.2189716237644461,948.5811914251334,6.95211323174442e-310
