stdout | OMEditInfo | <p>C:/Users/x/AppData/Local/Temp/OpenModelica/OMEdit/DoubleMassVecLen.exe -port=62136 -logFormat=xml -override=startTime=0,stopTime=5,stepSize=0.0060024,tolerance=1e-06,solver=dassl,outputFormat=mat,variableFilter=.* -r=DoubleMassVecLen_res.mat -jacobian=coloredNumerical -w -lv=LOG_STATS</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.322929. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.328932, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.328932. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.334934, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.334934. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.340936, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.340936. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.346939, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.346939. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.352941, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.352941. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.358944, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.358944. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.364946, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.364946. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.370948, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.370948. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.376951, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.376951. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.382953, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.382953. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.388956, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.388956. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.394958, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.394958. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.400960, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.400960. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.406963, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.406963. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.412965, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.412965. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.418968, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.418968. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.424970, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.424970. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.430972, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.430972. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.436975, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.436975. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.442977, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.442977. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.448980, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.448980. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.454982, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.454982. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.460984, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.460984. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.466987, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.466987. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.472989, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.472989. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.478992, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.478992. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.484994, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.484994. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.490996, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.490996. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.496999, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.496999. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.503001, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.503001. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.509004, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.509004. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.515006, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.515006. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.521008, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.521008. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.527011, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.527011. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.533013, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.533013. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.539016, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.539016. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.545018, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.545018. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.551020, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.551020. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.557023, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.557023. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.563025, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.563025. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.569028, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.569028. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.575030, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.575030. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.581032, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.581032. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.587035, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.587035. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.593037, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.593037. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.599040, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.599040. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.605042, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.605042. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.611044, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.611044. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.617047, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.617047. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.623049, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.623049. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.629052, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.629052. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.635054, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.635054. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.641056, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.641056. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.647059, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.647059. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.653061, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.653061. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.659064, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.659064. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.665066, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.665066. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.671068, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.671068. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.677071, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.677071. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.683073, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.683073. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.689076, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.689076. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.695078, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.695078. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.701080, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.701080. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.707083, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.707083. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.713085, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.713085. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.719088, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.719088. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.725090, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.725090. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.731092, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.731092. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.737095, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.737095. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.743097, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.743097. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.749100, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.749100. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.755102, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.755102. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.761104, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.761104. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.767107, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.767107. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.773109, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.773109. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.779112, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.779112. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.785114, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.785114. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.791116, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.791116. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.797119, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.797119. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.803121, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.803121. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.809124, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.809124. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.815126, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.815126. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.821128, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.821128. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.827131, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.827131. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.833133, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.833133. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.839136, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.839136. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.845138, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.845138. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.851140, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.851140. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.857143, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.857143. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.863145, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.863145. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.869148, system is singular for U[2, 2].</p>
LOG_LS | warning | <p>The default linear solver fails, the fallback solver with total pivoting is started at time 2.869148. That might raise performance issues, for more information use -lv LOG_LS.</p>
LOG_LS | warning | <p>Matrix singular!</p>
LOG_LS | warning | <p>Failed to solve linear system of equations (no. 89) at time 2.875150, system is singular for U[2, 2].</p>
